file,course,source,start,end,text
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,41:49,42:00,expressed in terms of or and negation expressed in terms of or and negation therefore or and negation also form a therefore or and negation also form a therefore or and negation also form a complete set of connectors so these are complete set of connectors so these are complete set of connectors so these are also complete sets of connectives is
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,42:00,42:26,also complete sets of connectives is also complete sets of connectives is there a smaller set of connectives that there a smaller set of connectives that there a smaller set of connectives that is complete that is indeed for example denoted like this as an apparel what is denoted like this as an apparel what is n and a in and a is equivalent to a and
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,42:26,42:34,n and a in and a is equivalent to a and n and a in and a is equivalent to a and a the whole complement but then what is a the whole complement but then what is a the whole complement but then what is a and b when a is it is and which
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,42:34,42:42,a and b when a is it is and which a and b when a is it is and which is and when a is it is and which is and when a is it is and which is and when a is it is and which is which means a and a is nothing but
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,42:42,42:50,is which means a and a is nothing but is which means a and a is nothing but a so this is a complement which means a so this is a complement which means a so this is a complement which means when a variable is nanded with itself we
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,42:50,42:58,when a variable is nanded with itself we when a variable is nanded with itself we get the complement of it or in other get the complement of it or in other get the complement of it or in other words we can use nan to generate words we can use nan to generate
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,42:58,43:11,words we can use nan to generate negation now look at the set handed negation now look at the set handed negation now look at the set handed negation in this negation can be negation in this negation can be negation in this negation can be synthesized using nand and then what
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,43:11,43:21,synthesized using nand and then what synthesized using nand and then what what and and theres nothing but the what and and theres nothing but the what and and theres nothing but the negation of nand so if you take the negation of nand so if you take the negation of nand so if you take the negation of an and of a and b and then
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,43:21,43:29,negation of an and of a and b and then negation of an and of a and b and then negate it what we get is the and of a nd negate it what we get is the and of a nd negate it what we get is the and of a nd how do we get this negation this
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,43:29,43:46,how do we get this negation this how do we get this negation this negation also can be synthesized using negation also can be synthesized using negation also can be synthesized using nand so if you take the nand of fer a and in so if you take the nand of fer a and in and b with its itself what we get is a
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,43:46,43:57,and b with its itself what we get is a and b with its itself what we get is a and b so we find that both and and not and b so we find that both and and not and b so we find that both and and not can be synthesized using nand
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,43:57,44:12,can be synthesized using nand can be synthesized using nand connectives in other words nand alone is connectives in other words nand alone is connectives in other words nand alone is a complete set of connectives then of a complete set of connectives then of a complete set of connectives then of course you would expect nor also to
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,44:12,44:28,course you would expect nor also to course you would expect nor also to behave the same way and it indeed does if you take x nor x you find that this if you take x nor x you find that this is nothing but x complement when x is
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,44:28,44:35,is nothing but x complement when x is is nothing but x complement when x is we have or which is and the we have or which is and the we have or which is and the negation of that is and when x is we negation of that is and when x is we
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,44:35,44:47,negation of that is and when x is we have or with the negation of which have or with the negation of which have or with the negation of which is therefore x nor xs the negation of is therefore x nor xs the negation of is therefore x nor xs the negation of x so negation can be synthesized to
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,44:47,44:58,x so negation can be synthesized to x so negation can be synthesized to using nor similarly x or y theres using nor similarly x or y theres using nor similarly x or y theres nothing but x nor y complement and we nothing but x nor y complement and we
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,44:58,45:07,nothing but x nor y complement and we have just seen that complement can be have just seen that complement can be have just seen that complement can be synthesized using nor therefore this synthesized using nor therefore this synthesized using nor therefore this also can be expressed in terms of not x
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,45:07,45:16,also can be expressed in terms of not x also can be expressed in terms of not x nor y nor x nor y this what x or y is nor y nor x nor y this what x or y is nor y nor x nor y this what x or y is therefore this is also a complete set of
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,45:16,45:30,therefore this is also a complete set of therefore this is also a complete set of connectives so we find that there are these two so we find that there are these two singleton sets that are complete sets of singleton sets that are complete sets of singleton sets that are complete sets of connectives the nan connective as well
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,45:30,45:52,connectives the nan connective as well connectives the nan connective as well as the noir connective but are these the only singleton sets of singleton sets only singleton sets of singleton sets that are complete sets of connective it that are complete sets of connective it that are complete sets of connective it transpires that they are the only ones
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,45:52,46:34,transpires that they are the only ones transpires that they are the only ones but how do we show this suppose some but how do we show this suppose some but how do we show this suppose some function h on two variables is a universal logic gate a universal
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,46:34,46:43,is a universal logic gate a universal logic gate is precisely a two variable logic gate is precisely a two variable logic gate is precisely a two variable boolean function that forms a complete boolean function that forms a complete boolean function that forms a complete set of connectives by itself so we know
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,46:43,46:53,set of connectives by itself so we know set of connectives by itself so we know that nand and nor our universal logic that nand and nor our universal logic that nand and nor our universal logic gates but are these the only universal gates but are these the only universal
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,46:53,47:02,gates but are these the only universal logic gates we want to claim that they logic gates we want to claim that they logic gates we want to claim that they are the only universal logic gates are the only universal logic gates are the only universal logic gates now suppose hs some two variable
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,47:02,47:16,now suppose hs some two variable now suppose hs some two variable boolean function that is a universal boolean function that is a universal boolean function that is a universal logic gate then i claim that h of logic gate then i claim that h of logic gate then i claim that h of will have to be why is this suppose h
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,47:16,47:32,will have to be why is this suppose h will have to be why is this suppose h of is that is when both the inputs to hr that is when both the inputs to hr then the output is then consider a then the output is then consider a
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,47:32,47:47,then the output is then consider a logical expression a boolean expression logical expression a boolean expression logical expression a boolean expression that is synthesized using h consider a that is synthesized using h consider a that is synthesized using h consider a composite proposition made up of h composite proposition made up of h
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,47:47,47:57,composite proposition made up of h connectives so in this the only connectives so in this the only connectives so in this the only collective that has been used is h and collective that has been used is h and collective that has been used is h and here all the inputs are let us say both
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,47:57,48:04,here all the inputs are let us say both here all the inputs are let us say both the inputs are let us say in which the inputs are let us say in which the inputs are let us say in which case we have these inputs both on case we have these inputs both on
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,48:04,48:17,case we have these inputs both on which we apply this h connective and it which we apply this h connective and it which we apply this h connective and it produces let us say and then on the produces let us say and then on the produces let us say and then on the same inputs we might have other h
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,48:17,48:28,same inputs we might have other h same inputs we might have other h connective supplied which will also connective supplied which will also connective supplied which will also produce and then we might combine produce and then we might combine produce and then we might combine these zeros to reduce further signals
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,48:28,48:38,these zeros to reduce further signals these zeros to reduce further signals using more h connectives they will also using more h connectives they will also using more h connectives they will also keep producing in other words if you keep producing in other words if you keep producing in other words if you have a circuit made up of h gates in
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,48:38,48:45,have a circuit made up of h gates in have a circuit made up of h gates in this manner then the every signal which this manner then the every signal which this manner then the every signal which is inside this will be a if both the is inside this will be a if both the
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,48:45,48:55,is inside this will be a if both the inputs are in other words if both the inputs are in other words if both the inputs are in other words if both the inputs are we will not be able to inputs are we will not be able to inputs are we will not be able to produce a at the output of this but
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,48:55,49:06,produce a at the output of this but produce a at the output of this but every boolean function is not of this every boolean function is not of this every boolean function is not of this form in particular the nand function form in particular the nand function form in particular the nand function music
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,49:06,49:31,in particular this entry is one that is in particular this entry is one that is when both the inputs are the output is when both the inputs are the output is when both the inputs are the output is so how would you synthesize nand using so how would you synthesize nand using
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,49:31,49:38,so how would you synthesize nand using h gates alone h gates alone h gates alone that is not possible because if both the that is not possible because if both the that is not possible because if both the inputs are h gates will keep producing inputs are h gates will keep producing
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,49:38,49:48,inputs are h gates will keep producing only zeros it will never produce a so only zeros it will never produce a so only zeros it will never produce a so in and cannot be synthesized using the h in and cannot be synthesized using the h in and cannot be synthesized using the h case therefore we know that h of has
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,49:48,49:55,case therefore we know that h of has case therefore we know that h of has to be similarly we can also argue that to be similarly we can also argue that to be similarly we can also argue that h of has to be that is when both h of has to be that is when both
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,49:55,50:04,h of has to be that is when both the inputs are the output has to be the inputs are the output has to be the inputs are the output has to be otherwise we will not be able to produce otherwise we will not be able to produce otherwise we will not be able to produce for example the or function which
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,50:04,50:16,for example the or function which for example the or function which produces a when both the inputs are produces a when both the inputs are produces a when both the inputs are therefore if you visualize the truth therefore if you visualize the truth therefore if you visualize the truth table of h you find that it should be of
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,50:16,50:25,table of h you find that it should be of table of h you find that it should be of this form the first entry is and the this form the first entry is and the this form the first entry is and the last entry is now there are two
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,50:25,50:35,last entry is now there are two last entry is now there are two possibilities the two vacancies these possibilities the two vacancies these possibilities the two vacancies these vacancies can be filled in different vacancies can be filled in different vacancies can be filled in different ways so let us consider all those
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,50:35,50:53,ways so let us consider all those ways so let us consider all those possibilities so here we have one and here we have so here we have one and here we have zero then let us fill these vacancies zero then let us fill these vacancies zero then let us fill these vacancies using zero the other alternative
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,50:53,51:18,using zero the other alternative using zero the other alternative sob here or here or here so sob here or here or here so sob here or here or here so these are the possible functions that these are the possible functions that these are the possible functions that could be universal logic gates now what
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,51:18,51:30,could be universal logic gates now what could be universal logic gates now what is is the complement of is is the complement of is is the complement of y and what is it is a complement y and what is it is a complement y and what is it is a complement of x these two cannot be universal
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,51:30,51:36,of x these two cannot be universal of x these two cannot be universal because they depend only on one variable because they depend only on one variable because they depend only on one variable so using these two gates that is the so using these two gates that is the
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,51:36,51:42,so using these two gates that is the negation of y and the negation of x we negation of y and the negation of x we negation of y and the negation of x we will not be able to synthesize any will not be able to synthesize any will not be able to synthesize any boolean function which depends on both
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,51:42,51:53,boolean function which depends on both boolean function which depends on both the inputs so these two are anywhere the inputs so these two are anywhere the inputs so these two are anywhere rolled out what are the remaining this rolled out what are the remaining this rolled out what are the remaining this is nothing but the nor function and this
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,51:53,52:04,is nothing but the nor function and this is nothing but the nor function and this is nothing but the function so we find is nothing but the function so we find is nothing but the function so we find that nor and nand or the only universal that nor and nand or the only universal
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,52:04,52:19,that nor and nand or the only universal logic gates that is it from this lecture hope to see that is it from this lecture hope to see you in the next thank you
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:09,0:38,music music you music music you welcome to the mooc on discrete welcome to the mooc on discrete mathematics this is the second lecture mathematics this is the second lecture mathematics this is the second lecture on mathematical logic we will continue on mathematical logic we will continue on mathematical logic we will continue with our discussion of propositional
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:38,1:03,with our discussion of propositional with our discussion of propositional calculus that we started in the last calculus that we started in the last calculus that we started in the last class in the last class we talked about the in the last class we talked about the boolean functions on n variables and we
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:03,1:19,boolean functions on n variables and we boolean functions on n variables and we saw that such functions can be saw that such functions can be saw that such functions can be synthesized using andor not gates these synthesized using andor not gates these synthesized using andor not gates these are logical connectives using these
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:19,1:24,are logical connectives using these are logical connectives using these logical connectives we can synthesize logical connectives we can synthesize logical connectives we can synthesize any boolean function on n variables any boolean function on n variables any boolean function on n variables therefore this set of logical therefore this set of logical
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:24,1:30,therefore this set of logical connectives is called a complete set of connectives is called a complete set of connectives is called a complete set of connectives we found that this is by no connectives we found that this is by no connectives we found that this is by no means the only complete set of
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:30,1:39,means the only complete set of means the only complete set of connectives we find that and and not connectives we find that and and not connectives we find that and and not also form a complete set of connectives also form a complete set of connectives also form a complete set of connectives similarly or and not also form a
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:39,1:47,similarly or and not also form a similarly or and not also form a complete set of connectives nand is also complete set of connectives nand is also complete set of connectives nand is also a complete set of connectives on its own a complete set of connectives on its own
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:47,1:54,a complete set of connectives on its own nor also forms a complete set of nor also forms a complete set of nor also forms a complete set of connectives on its own so a boolean connectives on its own so a boolean connectives on its own so a boolean function on n variables can be
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:54,2:08,function on n variables can be function on n variables can be synthesized to using any of these sets synthesized to using any of these sets synthesized to using any of these sets some of these logical connectives can be some of these logical connectives can be some of these logical connectives can be expressed as logic gates
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:08,2:27,and and gate this drawn like this in a and and gate this drawn like this in a circuit diagram so a nand gate has two circuit diagram so a nand gate has two circuit diagram so a nand gate has two inputs x and y and the output is x and
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:27,2:36,inputs x and y and the output is x and inputs x and y and the output is x and the output is if and only if both the the output is if and only if both the the output is if and only if both the inputs are and or gate is represented
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:36,2:53,inputs are and or gate is represented inputs are and or gate is represented in a diagram in this manner where the inputs are x and y and not where the inputs are x and y and not gate has only one input lets call it x gate has only one input lets call it x
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:53,3:10,gate has only one input lets call it x and its output as the negation of x and and its output as the negation of x and and its output as the negation of x and nor gate which is a negation of or is nor gate which is a negation of or is
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:10,3:24,nor gate which is a negation of or is drawn in this manner x and y other drawn in this manner x and y other drawn in this manner x and y other inputs the output is x not body and nand inputs the output is x not body and nand
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:24,3:48,inputs the output is x not body and nand gate its an and gate followed by you its an and gate followed by you negation and xor gate which produces an output of and xor gate which produces an output of one if and only if the inputs are not
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:48,4:02,one if and only if the inputs are not one if and only if the inputs are not the same lets denote it like this therefore lets denote it like this therefore using these logical gates you can using these logical gates you can using these logical gates you can convert a boolean expression into a
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:02,4:29,convert a boolean expression into a convert a boolean expression into a circuit for example if you have a boolean for example if you have a boolean expression of this form we have that expression of this form we have that expression of this form we have that signals x and x they can be odd using
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:29,4:40,signals x and x they can be odd using signals x and x they can be odd using an or gate the output of which can be an or gate the output of which can be an or gate the output of which can be ended with x so this is the circuit
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:40,4:47,ended with x so this is the circuit ended with x so this is the circuit diagram corresponding to this boolean diagram corresponding to this boolean diagram corresponding to this boolean expression so what we know is that any expression so what we know is that any expression so what we know is that any boolean expression can be converted into
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:47,4:56,boolean expression can be converted into boolean expression can be converted into a circuit diagram using and out not a circuit diagram using and out not a circuit diagram using and out not gates using either the sum of products gates using either the sum of products gates using either the sum of products form or the product of sums form you can
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:56,5:06,form or the product of sums form you can form or the product of sums form you can have an equivalent circuit diagram have an equivalent circuit diagram have an equivalent circuit diagram created using only nand gates to or nor created using only nand gates to or nor created using only nand gates to or nor gates nand
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,5:06,5:53,because every circuit can be synthesized because every circuit can be synthesized using only one of these and these are using only one of these and these are using only one of these and these are the only universal logic gates this we proved using the following this we proved using the following argument suppose h is a universal logic
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,5:53,6:09,argument suppose h is a universal logic argument suppose h is a universal logic gate a boolean function h with two gate a boolean function h with two gate a boolean function h with two variables if this is a universal logic variables if this is a universal logic variables if this is a universal logic gate then when both the inputs are
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,6:09,6:18,the output of h will have to be one the output of h will have to be one otherwise we will not be able to use h otherwise we will not be able to use h otherwise we will not be able to use h to synthesize a function like nand that
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,6:18,6:22,to synthesize a function like nand that to synthesize a function like nand that is because when you have a circuit made is because when you have a circuit made is because when you have a circuit made up only of h gates and when both the up only of h gates and when both the
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,6:22,6:29,up only of h gates and when both the inputs to the circuit are zero then the inputs to the circuit are zero then the inputs to the circuit are zero then the circuit will have only zeros in the circuit will have only zeros in the circuit will have only zeros in the inside if h of zero zero were zero
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,6:29,6:37,inside if h of zero zero were zero inside if h of zero zero were zero therefore to be able to synthesize every therefore to be able to synthesize every therefore to be able to synthesize every function which produces one when both function which produces one when both function which produces one when both the inputs are zero h of zero zero will
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,6:37,6:45,the inputs are zero h of zero zero will the inputs are zero h of zero zero will have to be one similarly h of double one have to be one similarly h of double one have to be one similarly h of double one will have to be zero therefore we have
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,6:45,7:11,will have to be zero therefore we have will have to be zero therefore we have only four possible functions of these two are the negations of the of these two are the negations of the inputs therefore the two remaining inputs therefore the two remaining inputs therefore the two remaining functions are nandan all these are the
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,7:11,7:35,functions are nandan all these are the functions are nandan all these are the only universal logic gates now let us only universal logic gates now let us only universal logic gates now let us consider implication the implication is a two variable the implication is a two variable boolean function with this truth table
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,7:35,7:45,when both the inputs are the output is when both the inputs are the output is when x is and y is the output is when x is and y is the output is when x is and y is the output is when x is and y is the output is
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,7:45,7:52,when x is and y is the output is when x is and y is the output is and when both the inputs are the and when both the inputs are the and when both the inputs are the output is so what it means is that x output is so what it means is that x
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,7:52,8:14,output is so what it means is that x implies y is false if and only if x is implies y is false if and only if x is implies y is false if and only if x is true and y is false or we can say x implies y is logically
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,8:14,8:24,or we can say x implies y is logically equivalent to the complement of xy bar equivalent to the complement of xy bar equivalent to the complement of xy bar which by de morgans law is x bar plus y which by de morgans law is x bar plus y
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,8:24,8:33,which by de morgans law is x bar plus y so we find that x implies y is true when so we find that x implies y is true when so we find that x implies y is true when x is false or y is true in the case of
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,8:33,8:44,x is false or y is true in the case of x is false or y is true in the case of an implication x is called the an implication x is called the an implication x is called the antecedent and y is called the antecedent and y is called the
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,8:44,9:18,antecedent and y is called the consequent so what we have seen is that if the so what we have seen is that if the antecedent is false the implication is antecedent is false the implication is antecedent is false the implication is true on the other hand if the antecedent is
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,9:18,9:31,on the other hand if the antecedent is true then the implication is true only true then the implication is true only true then the implication is true only if the consequent is true this has if the consequent is true this has if the consequent is true this has interesting consequences we can derive
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,9:31,9:37,interesting consequences we can derive interesting consequences we can derive essentially any statement from an essentially any statement from an essentially any statement from an antecedent which is wrong the legend has antecedent which is wrong the legend has antecedent which is wrong the legend has it that bertrand russell famously showed
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,9:37,9:51,it that bertrand russell famously showed it that bertrand russell famously showed that if two plus two equal to five then that if two plus two equal to five then that if two plus two equal to five then bertrand russell is the pope his bertrand russell is the pope his
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,9:51,10:01,bertrand russell is the pope his argument was this if two plus two equal argument was this if two plus two equal argument was this if two plus two equal to five then we can subtract two from to five then we can subtract two from to five then we can subtract two from both sides then we have two equal to
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,10:01,10:08,both sides then we have two equal to both sides then we have two equal to three if we subtract a further one from three if we subtract a further one from three if we subtract a further one from both sides we have one equal to both sides we have one equal to
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,10:08,10:23,both sides we have one equal to therefore we have two equal to one then therefore we have two equal to one then therefore we have two equal to one then consider the set containing bertrand consider the set containing bertrand consider the set containing bertrand russell and the pope this set has two
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,10:23,10:30,russell and the pope this set has two russell and the pope this set has two people namely bertrand russell and the people namely bertrand russell and the people namely bertrand russell and the pope therefore the cardinality of the pope therefore the cardinality of the pope therefore the cardinality of the set is two but then we know that equal
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,10:30,10:37,set is two but then we know that equal set is two but then we know that equal to therefore the cardinality of this to therefore the cardinality of this to therefore the cardinality of this set is but if the cardinality of a set set is but if the cardinality of a set
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,10:37,10:49,set is but if the cardinality of a set is thats it this is a singleton set is thats it this is a singleton set is thats it this is a singleton set and it has only one member and it has only one member and it has only one member therefore bertrand russell is the pope
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,10:49,10:59,in other words if the antecedent is in other words if the antecedent is false then practically you can prove false then practically you can prove false then practically you can prove anything anything anything as the consequent therefore we can judge as the consequent therefore we can judge as the consequent therefore we can judge an implication only when the antecedent
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,10:59,11:14,an implication only when the antecedent an implication only when the antecedent happens to be true consider the happens to be true consider the happens to be true consider the implication x implies y the implication implication x implies y the implication implication x implies y the implication y implies y bar implies x bar is called
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,11:14,11:24,y implies y bar implies x bar is called y implies y bar implies x bar is called the contrapositive of x implies y using the contrapositive of x implies y using the contrapositive of x implies y using a truth table you can really verify that a truth table you can really verify that
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,11:24,11:34,a truth table you can really verify that x implies y is equivalent to y bar x implies y is equivalent to y bar x implies y is equivalent to y bar implies x bar every logical every implies x bar every logical every implies x bar every logical every implication is logically equivalent to
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,11:34,11:55,implication is logically equivalent to implication is logically equivalent to its contrapositive y implies x is the its contrapositive y implies x is the its contrapositive y implies x is the converse of x implies y and x bar converse of x implies y and x bar converse of x implies y and x bar implies y bar is the inverse of x
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,11:55,12:03,implies y bar is the inverse of x implies y bar is the inverse of x implies y so by what we have seen just implies y so by what we have seen just implies y so by what we have seen just now the converse and the inverse are
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,12:03,12:27,now the converse and the inverse are now the converse and the inverse are logically equivalent namely y implies x is logically namely y implies x is logically equivalent to x bar implies y bar the equivalent to x bar implies y bar the equivalent to x bar implies y bar the implication p implies q will be written
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,12:27,12:45,implication p implies q will be written implication p implies q will be written in english as if p then q p is in english as if p then q p is in english as if p then q p is sufficient for q q np a necessary sufficient for q q np a necessary
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,12:45,13:36,sufficient for q q np a necessary condition for q is p so these are all essentially the same so these are all essentially the same thing they all denote the implication thing they all denote the implication thing they all denote the implication pq the logical connective p is
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,13:36,13:46,pq the logical connective p is pq the logical connective p is equivalent to q which is the negation of equivalent to q which is the negation of equivalent to q which is the negation of the exclusive r its usually written in the exclusive r its usually written in
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,13:46,14:24,the exclusive r its usually written in english as p is necessary and sufficient english as p is necessary and sufficient english as p is necessary and sufficient for q equivalence is true if and only if p and equivalence is true if and only if p and q have the same logical value either
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,14:24,14:31,q have the same logical value either q have the same logical value either both are true or both are false so we both are true or both are false so we both are true or both are false so we have seen several logical connectives have seen several logical connectives
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,14:31,14:37,have seen several logical connectives norm in an expression that uses many of norm in an expression that uses many of norm in an expression that uses many of these logical connectives how would u these logical connectives how would u these logical connectives how would u parenthesize the expression if the
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,14:37,14:47,parenthesize the expression if the parenthesize the expression if the parentheses are not already placed in it parentheses are not already placed in it parentheses are not already placed in it for this we have to use the presidents for this we have to use the presidents for this we have to use the presidents rules the presidents rule commonly used
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,14:47,14:54,rules the presidents rule commonly used rules the presidents rule commonly used are these negation has the highest are these negation has the highest are these negation has the highest precedence which means you have to precedence which means you have to precedence which means you have to associate the negation symbol to the
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,14:54,15:12,associate the negation symbol to the associate the negation symbol to the nearest variable first and in nand have nearest variable first and in nand have nearest variable first and in nand have the next perforin s they associate from the next perforin s they associate from the next perforin s they associate from left to right or and nor have the next
201.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,15:12,15:27,left to right or and nor have the next left to right or and nor have the next presidents again they are from left to presidents again they are from left to presidents again they are from left to right single implication comes next right single implication comes next right single implication comes next but this associates our pool f that our
